API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Sep 21 19:49:13 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Hubble Space Telescope (spacecraft) (-48) {source: hst}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2003-Feb-02 06:00:00.0000 TDB
Stop  time      : A.D. 2003-Feb-02 14:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2452673.004861111, A.D. 2003-Feb-02 12:07:00.0000, -6.729301877255258E-01,  6.549200222186684E-01,  2.839737769309933E-01, -8.633222797796540E-03, -1.147100350688139E-02, -5.837489003088086E-03,
2452673.005555556, A.D. 2003-Feb-02 12:08:00.0000, -6.729361826309415E-01,  6.549121475625312E-01,  2.839696836605825E-01, -8.635134580904043E-03, -1.120765398786165E-02, -5.950271263443497E-03,
2452673.006250000, A.D. 2003-Feb-02 12:09:00.0000, -6.729421850942447E-01,  6.549044563631321E-01,  2.839655138919244E-01, -8.654982033010445E-03, -1.094283894770983E-02, -6.057723623063838E-03,
2452673.006944444, A.D. 2003-Feb-02 12:10:00.0000, -6.729482075451968E-01,  6.548969492436122E-01,  2.839612714881220E-01, -8.692678505664036E-03, -1.067769561954357E-02, -6.159384159987691E-03,
2452673.007638889, A.D. 2003-Feb-02 12:11:00.0000, -6.729542623266650E-01,  6.548896260365350E-01,  2.839569606245160E-01, -8.748060444037347E-03, -1.041336280057794E-02, -6.254815911732543E-03,
2452673.008333333, A.D. 2003-Feb-02 12:12:00.0000, -6.729603616414206E-01,  6.548824857845108E-01,  2.839525857706777E-01, -8.820888041933815E-03, -1.015097591061368E-02, -6.343608794935091E-03,
2452673.009027778, A.D. 2003-Feb-02 12:13:00.0000, -6.729665174995104E-01,  6.548755267442578E-01,  2.839481516711066E-01, -8.910846235611143E-03, -9.891662050434234E-03, -6.425381411679426E-03,
2452673.009722222, A.D. 2003-Feb-02 12:14:00.0000, -6.729727416664353E-01,  6.548687463940849E-01,  2.839436633247157E-01, -9.017546035346153E-03, -9.636535083056267E-03, -6.499782732906498E-03,
2452673.010416667, A.D. 2003-Feb-02 12:15:00.0000, -6.729790456123689E-01,  6.548621414447798E-01,  2.839391259631925E-01, -9.140526191762600E-03, -9.386690761400817E-03, -6.566493649677684E-03,
2452673.011111111, A.D. 2003-Feb-02 12:16:00.0000, -6.729854404626500E-01,  6.548557078538565E-01,  2.839345450283308E-01, -9.279255191911320E-03, -9.143201926399757E-03, -6.625228383564787E-03,
2452673.011805556, A.D. 2003-Feb-02 12:17:00.0000, -6.729919369497729E-01,  6.548494408431069E-01,  2.839299261484353E-01, -9.433133577966275E-03, -8.907113799782332E-03, -6.675735748063764E-03,
2452673.012500000, A.D. 2003-Feb-02 12:18:00.0000, -6.729985453670979E-01,  6.548433349193825E-01,  2.839252751139046E-01, -9.601496579208947E-03, -8.679439395790535E-03, -6.717800253672739E-03,
2452673.013194445, A.D. 2003-Feb-02 12:19:00.0000, -6.730052755244951E-01,  6.548373838985141E-01,  2.839205978521029E-01, -9.783617045766097E-03, -8.461155075810250E-03, -6.751243050136392E-03,
2452673.013888889, A.D. 2003-Feb-02 12:20:00.0000, -6.730121367061270E-01,  6.548315809322638E-01,  2.839159004016385E-01, -9.978708670376930E-03, -8.253196269381176E-03, -6.775922700323967E-03,
2452673.014583333, A.D. 2003-Feb-02 12:21:00.0000, -6.730191376305646E-01,  6.548259185381836E-01,  2.839111888861631E-01, -1.018592948234632E-02, -8.056453384245299E-03, -6.791735781267206E-03,
2452673.015277778, A.D. 2003-Feb-02 12:22:00.0000, -6.730262864134180E-01,  6.548203886322429E-01,  2.839064694878179E-01, -1.040438559583196E-02, -7.871767927020342E-03, -6.798617309019258E-03,
2452673.015972222, A.D. 2003-Feb-02 12:23:00.0000, -6.730335905326543E-01,  6.548149825640706E-01,  2.839017484204458E-01, -1.063313519275710E-02, -7.699928854751130E-03, -6.796540985188257E-03,
2452673.016666667, A.D. 2003-Feb-02 12:24:00.0000, -6.730410567967570E-01,  6.548096911546454E-01,  2.838970319026954E-01, -1.087119271898067E-02, -7.541669176012918E-03, -6.785519264228993E-03,
2452673.017361111, A.D. 2003-Feb-02 12:25:00.0000, -6.730486913158648E-01,  6.548045047362544E-01,  2.838923261311413E-01, -1.111753327092379E-02, -7.397662818447521E-03, -6.765603241820975E-03,
2452673.018055555, A.D. 2003-Feb-02 12:26:00.0000, -6.730564994760193E-01,  6.547994131945302E-01,  2.838876372535422E-01, -1.137109714867639E-02, -7.268521777634870E-03, -6.736882365898557E-03,
2452673.018750000, A.D. 2003-Feb-02 12:27:00.0000, -6.730644859166224E-01,  6.547944060123657E-01,  2.838829713423614E-01, -1.163079455071357E-02, -7.154793560076867E-03, -6.699483973106652E-03,
2452673.019444444, A.D. 2003-Feb-02 12:28:00.0000, -6.730726545111974E-01,  6.547894723154986E-01,  2.838783343686671E-01, -1.189551038475193E-02, -7.056958930840139E-03, -6.653572654611663E-03,
2452673.020138889, A.D. 2003-Feb-02 12:29:00.0000, -6.730810083515232E-01,  6.547846009195520E-01,  2.838737321765299E-01, -1.216410916897654E-02, -6.975429974113605E-03, -6.599349456281842E-03,
2452673.020833333, A.D. 2003-Feb-02 12:30:00.0000, -6.730895497351975E-01,  6.547797803783114E-01,  2.838691704580321E-01, -1.243543999787113E-02, -6.910548472629907E-03, -6.537050919245772E-03,
2452673.021527778, A.D. 2003-Feb-02 12:31:00.0000, -6.730982801566616E-01,  6.547749990330137E-01,  2.838646547289933E-01, -1.270834154717276E-02, -6.862584609624097E-03, -6.466947967726400E-03,
2452673.022222222, A.D. 2003-Feb-02 12:32:00.0000, -6.731072003017098E-01,  6.547702450624260E-01,  2.838601903055205E-01, -1.298164709303467E-02, -6.831735994799889E-03, -6.389344651818253E-03,
2452673.022916667, A.D. 2003-Feb-02 12:33:00.0000, -6.731163100454798E-01,  6.547655065334875E-01,  2.838557822814776E-01, -1.325418952128508E-02, -6.818127013685102E-03, -6.304576753518478E-03,
2452673.023611111, A.D. 2003-Feb-02 12:34:00.0000, -6.731256084539154E-01,  6.547607714522936E-01,  2.838514355069672E-01, -1.352480630369246E-02, -6.821808497817824E-03, -6.213010264831189E-03,
2452673.024305556, A.D. 2003-Feb-02 12:35:00.0000, -6.731350937886634E-01,  6.547560278151950E-01,  2.838471545679120E-01, -1.379234441934110E-02, -6.842757711444602E-03, -6.115039747140174E-03,
2452673.025000000, A.D. 2003-Feb-02 12:36:00.0000, -6.731447635153662E-01,  6.547512636598026E-01,  2.838429437668128E-01, -1.405566520055743E-02, -6.880878648853866E-03, -6.011086581285878E-03,
2452673.025694444, A.D. 2003-Feb-02 12:37:00.0000, -6.731546143152862E-01,  6.547464671156761E-01,  2.838388071047587E-01, -1.431364908424730E-02, -6.936002635128641E-03, -5.901597117900213E-03,
2452673.026388889, A.D. 2003-Feb-02 12:38:00.0000, -6.731646421001928E-01,  6.547416264544953E-01,  2.838347482647526E-01, -1.456520025098172E-02, -7.007889221990577E-03, -5.787040737551101E-03,
2452673.027083333, A.D. 2003-Feb-02 12:39:00.0000, -6.731748420304254E-01,  6.547367301395074E-01,  2.838307705964157E-01, -1.480925113564387E-02, -7.096227369523219E-03, -5.667907830146102E-03,
2452673.027777778, A.D. 2003-Feb-02 12:40:00.0000, -6.731852085360430E-01,  6.547317668740600E-01,  2.838268771021187E-01, -1.504476679488977E-02, -7.200636903898294E-03, -5.544707702855357E-03,
2452673.028472222, A.D. 2003-Feb-02 12:41:00.0000, -6.731957353409483E-01,  6.547267256490253E-01,  2.838230704245907E-01, -1.527074911804405E-02, -7.320670240772042E-03, -5.417966425554938E-03,
2452673.029166667, A.D. 2003-Feb-02 12:42:00.0000, -6.732064154898824E-01,  6.547215957889413E-01,  2.838193528360431E-01, -1.548624086930818E-02, -7.455814363745610E-03, -5.288224622487102E-03,
2452673.029861111, A.D. 2003-Feb-02 12:43:00.0000, -6.732172413781605E-01,  6.547163669966923E-01,  2.838157262288448E-01, -1.569032955028734E-02, -7.605493047170887E-03, -5.156035218499571E-03,
2452673.030555556, A.D. 2003-Feb-02 12:44:00.0000, -6.732282047840271E-01,  6.547110293965636E-01,  2.838121921077748E-01, -1.588215107280980E-02, -7.769069312593868E-03, -5.021961147889111E-03,
2452673.031250000, A.D. 2003-Feb-02 12:45:00.0000, -6.732392969034906E-01,  6.547055735755125E-01,  2.838087515838779E-01, -1.606089323282370E-02, -7.945848108234141E-03, -4.886573033548127E-03,
2452673.031944444, A.D. 2003-Feb-02 12:46:00.0000, -6.732505083875009E-01,  6.546999906225036E-01,  2.838054053699398E-01, -1.622579897679245E-02, -8.135079201058259E-03, -4.750446843821212E-03,
2452673.032638889, A.D. 2003-Feb-02 12:47:00.0000, -6.732618293813176E-01,  6.546942721657664E-01,  2.838021537775935E-01, -1.637616945247627E-02, -8.335960271173769E-03, -4.614161534240636E-03,
2452673.033333333, A.D. 2003-Feb-02 12:48:00.0000, -6.732732495659220E-01,  6.546884104078340E-01,  2.837989967160671E-01, -1.651136683632538E-02, -8.547640198448942E-03, -4.478296681112985E-03,
2452673.034027778, A.D. 2003-Feb-02 12:49:00.0000, -6.732847582013122E-01,  6.546823981582375E-01,  2.837959336925747E-01, -1.663081692985703E-02, -8.769222531319343E-03, -4.343430113851131E-03,
2452673.034722222, A.D. 2003-Feb-02 12:50:00.0000, -6.732963441715177E-01,  6.546762288637312E-01,  2.837929638143497E-01, -1.673401151751160E-02, -8.999769127821041E-03, -4.210135552870124E-03,
2452673.035416667, A.D. 2003-Feb-02 12:51:00.0000, -6.733079960311688E-01,  6.546698966359317E-01,  2.837900857923127E-01, -1.682051047842359E-02, -9.238303958708862E-03, -4.078980259965719E-03,
2452673.036111111, A.D. 2003-Feb-02 12:52:00.0000, -6.733197020534418E-01,  6.546633962762631E-01,  2.837872979463663E-01, -1.688994364455162E-02, -9.483817062393058E-03, -3.950522708151421E-03,
2452673.036805556, A.D. 2003-Feb-02 12:53:00.0000, -6.733314502792090E-01,  6.546567232981070E-01,  2.837845982122972E-01, -1.694201239749607E-02, -9.735268640932947E-03, -3.825310278189399E-03,
2452673.037500000, A.D. 2003-Feb-02 12:54:00.0000, -6.733432285672001E-01,  6.546498739460626E-01,  2.837819841502677E-01, -1.697649099635154E-02, -9.991593285884075E-03, -3.703876989245148E-03,
2452673.038194444, A.D. 2003-Feb-02 12:55:00.0000, -6.733550246449936E-01,  6.546428452122295E-01,  2.837794529548694E-01, -1.699322762896172E-02, -1.025170432206296E-02, -3.586741271414287E-03,
2452673.038888889, A.D. 2003-Feb-02 12:56:00.0000, -6.733668261606400E-01,  6.546356348494391E-01,  2.837770014667071E-01, -1.699214517910075E-02, -1.051449825647769E-02, -3.474403788178612E-03,
2452673.039583333, A.D. 2003-Feb-02 12:57:00.0000, -6.733786207347151E-01,  6.546282413813629E-01,  2.837746261854755E-01, -1.697324170239161E-02, -1.077885931870961E-02, -3.367345317174719E-03,
2452673.040277778, A.D. 2003-Feb-02 12:58:00.0000, -6.733903960126031E-01,  6.546206641094401E-01,  2.837723232844873E-01, -1.693659060422920E-02, -1.104366407796620E-02, -3.266024697968958E-03,
2452673.040972222, A.D. 2003-Feb-02 12:59:00.0000, -6.734021397167971E-01,  6.546129031165786E-01,  2.837700886265992E-01, -1.688234051362209E-02, -1.130778612088388E-02, -3.170876855808583E-03,
2452673.041666667, A.D. 2003-Feb-02 13:00:00.0000, -6.734138396990041E-01,  6.546049592675897E-01,  2.837679177814843E-01, -1.681071484772193E-02, -1.157010077296861E-02, -3.082310910542264E-03,
2452673.042361111, A.D. 2003-Feb-02 13:01:00.0000, -6.734254839918404E-01,  6.545968342063352E-01,  2.837658060441837E-01, -1.672201106288007E-02, -1.182948984537586E-02, -3.000708380048897E-03,
2452673.043055556, A.D. 2003-Feb-02 13:02:00.0000, -6.734370608598956E-01,  6.545885303495744E-01,  2.837637484548730E-01, -1.661659958936045E-02, -1.208484638756807E-02, -2.926421487571947E-03,
2452673.043750000, A.D. 2003-Feb-02 13:03:00.0000, -6.734485588499469E-01,  6.545800508775150E-01,  2.837617398197629E-01, -1.649492244833785E-02, -1.233507942531078E-02, -2.859771582305159E-03,
2452673.044444445, A.D. 2003-Feb-02 13:04:00.0000, -6.734599668401031E-01,  6.545713997210838E-01,  2.837597747330572E-01, -1.635749155150834E-02, -1.257911866250114E-02, -2.801047682408317E-03,
2452673.045138889, A.D. 2003-Feb-02 13:05:00.0000, -6.734712740876575E-01,  6.545625815459511E-01,  2.837578475998740E-01, -1.620488668551170E-02, -1.281591912451590E-02, -2.750505149336774E-03,
2452673.045833333, A.D. 2003-Feb-02 13:06:00.0000, -6.734824702754332E-01,  6.545536017333593E-01,  2.837559526600416E-01, -1.603775318538479E-02, -1.304446572014963E-02, -2.708364501943104E-03,
2452673.046527778, A.D. 2003-Feb-02 13:07:00.0000, -6.734935455564064E-01,  6.545444663578147E-01,  2.837540840126634E-01, -1.585679930339663E-02, -1.326377769882076E-02, -2.674810378252034E-03,
2452673.047222222, A.D. 2003-Feb-02 13:08:00.0000, -6.735044905964003E-01,  6.545351821617303E-01,  2.837522356413517E-01, -1.566279328182083E-02, -1.347291297957844E-02, -2.649990652124234E-03,
2452673.047916667, A.D. 2003-Feb-02 13:09:00.0000, -6.735152966146449E-01,  6.545257565271114E-01,  2.837504014400173E-01, -1.545656014043498E-02, -1.367097232856660E-02, -2.634015711217206E-03,
2452673.048611111, A.D. 2003-Feb-02 13:10:00.0000, -6.735259554220131E-01,  6.545161974444000E-01,  2.837485752391015E-01, -1.523897819175618E-02, -1.385710336200262E-02, -2.626957901733343E-03,
2452673.049305555, A.D. 2003-Feb-02 13:11:00.0000, -6.735364594567459E-01,  6.545065134786060E-01,  2.837467508321353E-01, -1.501097529917978E-02, -1.403050435241129E-02, -2.628851144429855E-03,
2452673.050000000, A.D. 2003-Feb-02 13:12:00.0000, -6.735468018174948E-01,  6.544967137328697E-01,  2.837449220025032E-01, -1.477352489524241E-02, -1.419042781681394E-02, -2.639690725268942E-03,
2452673.050694444, A.D. 2003-Feb-02 13:13:00.0000, -6.735569762935226E-01,  6.544868078096139E-01,  2.837430825502915E-01, -1.452764177913358E-02, -1.433618386679828E-02, -2.659433262928420E-03,
2452673.051388889, A.D. 2003-Feb-02 13:14:00.0000, -6.735669773919145E-01,  6.544768057694575E-01,  2.837412263190981E-01, -1.427437771429782E-02, -1.446714330186312E-02, -2.687996854193324E-03,
2452673.052083333, A.D. 2003-Feb-02 13:15:00.0000, -6.735768003616696E-01,  6.544667180880747E-01,  2.837393472226794E-01, -1.401481684846707E-02, -1.458274042911810E-02, -2.725261397029374E-03,
2452673.052777778, A.D. 2003-Feb-02 13:16:00.0000, -6.735864412145566E-01,  6.544565556111950E-01,  2.837374392713132E-01, -1.375007097971080E-02, -1.468247559429097E-02, -2.771069089921826E-03,
2452673.053472222, A.D. 2003-Feb-02 13:17:00.0000, -6.735958967426351E-01,  6.544463295079509E-01,  2.837354965977547E-01, -1.348127469307154E-02, -1.476591741101398E-02, -2.825225104869764E-03,
2452673.054166667, A.D. 2003-Feb-02 13:18:00.0000, -6.736051645323629E-01,  6.544360512227833E-01,  2.837335134826670E-01, -1.320958039305376E-02, -1.483270467748645E-02, -2.887498430277248E-03,
2452673.054861111, A.D. 2003-Feb-02 13:19:00.0000, -6.736142429752220E-01,  6.544257324261279E-01,  2.837314843794097E-01, -1.293615325764524E-02, -1.488254797180191E-02, -2.957622878899019E-03,
2452673.055555556, A.D. 2003-Feb-02 13:20:00.0000, -6.736231312748219E-01,  6.544153849641073E-01,  2.837294039380730E-01, -1.266216613968498E-02, -1.491523091943816E-02, -3.035298254995304E-03,
2452673.056250000, A.D. 2003-Feb-02 13:21:00.0000, -6.736318294504496E-01,  6.544050208074574E-01,  2.837272670286475E-01, -1.238879444124926E-02, -1.493061112859992E-02, -3.120191673944977E-03,
2452673.056944444, A.D. 2003-Feb-02 13:22:00.0000, -6.736403383370575E-01,  6.543946519999206E-01,  2.837250687632278E-01, -1.211721098634183E-02, -1.492862079123191E-02, -3.211939026766750E-03,
2452673.057638889, A.D. 2003-Feb-02 13:23:00.0000, -6.736486595816968E-01,  6.543842906063368E-01,  2.837228045171511E-01, -1.184858091655510E-02, -1.490926694955338E-02, -3.310146581316334E-03,
2452673.058333333, A.D. 2003-Feb-02 13:24:00.0000, -6.736567956364197E-01,  6.543739486606676E-01,  2.837204699489776E-01, -1.158405663356357E-02, -1.487263142986956E-02, -3.414392711362841E-03,
2452673.059027778, A.D. 2003-Feb-02 13:25:00.0000, -6.736647497476927E-01,  6.543636381141781E-01,  2.837180610192289E-01, -1.132477281133911E-02, -1.481887044716835E-02, -3.524229744305324E-03,
2452673.059722222, A.D. 2003-Feb-02 13:26:00.0000, -6.736725259423764E-01,  6.543533707840099E-01,  2.837155740078024E-01, -1.107184149989085E-02, -1.474821388559259E-02, -3.639185917961754E-03,
2452673.060416667, A.D. 2003-Feb-02 13:27:00.0000, -6.736801290103421E-01,  6.543431583023614E-01,  2.837130055299922E-01, -1.082634734115983E-02, -1.466096426127910E-02, -3.758767436644272E-03,
2452673.061111111, A.D. 2003-Feb-02 13:28:00.0000, -6.736875644838123E-01,  6.543330120665007E-01,  2.837103525510488E-01, -1.058934291648557E-02, -1.455749537527237E-02, -3.882460616612534E-03,
2452673.061805556, A.D. 2003-Feb-02 13:29:00.0000, -6.736948386135195E-01,  6.543229431898168E-01,  2.837076123992195E-01, -1.036184424384116E-02, -1.443825066525651E-02, -4.009734110959708E-03,
2452673.062500000, A.D. 2003-Feb-02 13:30:00.0000, -6.737019583417988E-01,  6.543129624541190E-01,  2.837047827772187E-01, -1.014482644184058E-02, -1.430374126571600E-02, -4.140041204015500E-03,
2452673.063194444, A.D. 2003-Feb-02 13:31:00.0000, -6.737089312727295E-01,  6.543030802633825E-01,  2.837018617720832E-01, -9.939219576382829E-03, -1.415454378684955E-02, -4.272822165432225E-03,
2452673.063888889, A.D. 2003-Feb-02 13:32:00.0000, -6.737157656394638E-01,  6.542933065991318E-01,  2.836988478633746E-01, -9.745904704737842E-03, -1.399129782314614E-02, -4.407506654232682E-03,
2452673.064583333, A.D. 2003-Feb-02 13:33:00.0000, -6.737224702688798E-01,  6.542836509776432E-01,  2.836957399296972E-01, -9.565710130911639E-03, -1.381470320301472E-02, -4.543516163226448E-03,
2452673.065277778, A.D. 2003-Feb-02 13:34:00.0000, -6.737290545437132E-01,  6.542741224091466E-01,  2.836925372535090E-01, -9.399407885260436E-03, -1.362551699126566E-02, -4.680266494328065E-03,
2452673.065972222, A.D. 2003-Feb-02 13:35:00.0000, -6.737355283623265E-01,  6.542647293591899E-01,  2.836892395242051E-01, -9.247710440556469E-03, -1.342455025660408E-02, -4.817170255422333E-03,
2452673.066666667, A.D. 2003-Feb-02 13:36:00.0000, -6.737419020962829E-01,  6.542554797123259E-01,  2.836858468394645E-01, -9.111267676054234E-03, -1.321266461666791E-02, -4.953639369488690E-03,
2452673.067361111, A.D. 2003-Feb-02 13:37:00.0000, -6.737481865459030E-01,  6.542463807382719E-01,  2.836823597048533E-01, -8.990664100481471E-03, -1.299076857346875E-02, -5.089087586771152E-03,
2452673.068055556, A.D. 2003-Feb-02 13:38:00.0000, -6.737543928939841E-01,  6.542374390606831E-01,  2.836787790316865E-01, -8.886416344403946E-03, -1.275981365257388E-02, -5.222932990734766E-03,
2452673.068750000, A.D. 2003-Feb-02 13:39:00.0000, -6.737605326578771E-01,  6.542286606286699E-01,  2.836751061331545E-01, -8.798970931865536E-03, -1.252079035975760E-02, -5.354600488563122E-03,
2452673.069444444, A.D. 2003-Feb-02 13:40:00.0000, -6.737666176401129E-01,  6.542200506911816E-01,  2.836713427187303E-01, -8.728702340782588E-03, -1.227472396951400E-02, -5.483524276802786E-03,
2452673.070138889, A.D. 2003-Feb-02 13:41:00.0000, -6.737726598777861E-01,  6.542116137743684E-01,  2.836674908868750E-01, -8.675911361008514E-03, -1.202267016035450E-02, -5.609150272712629E-03,
2452673.070833333, A.D. 2003-Feb-02 13:42:00.0000, -6.737786715909019E-01,  6.542033536620220E-01,  2.836635531160700E-01, -8.640823758467749E-03, -1.176571051264059E-02, -5.730938501684848E-03,
2452673.071527778, A.D. 2003-Feb-02 13:43:00.0000, -6.737846651299051E-01,  6.541952733791848E-01,  2.836595322542089E-01, -8.623589253089854E-03, -1.150494788547935E-02, -5.848365430984768E-03,
2452673.072222222, A.D. 2003-Feb-02 13:44:00.0000, -6.737906529226080E-01,  6.541873751790072E-01,  2.836554315063909E-01, -8.624280817521136E-03, -1.124150169012466E-02, -5.960926239907309E-03,
2452673.072916667, A.D. 2003-Feb-02 13:45:00.0000, -6.737966474207444E-01,  6.541796605329145E-01,  2.836512544211595E-01, -8.642894302689984E-03, -1.097650307827862E-02, -6.068137016335101E-03,
2452673.073611111, A.D. 2003-Feb-02 13:46:00.0000, -6.738026610463780E-01,  6.541721301241430E-01,  2.836470048752456E-01, -8.679348395243871E-03, -1.071109006467480E-02, -6.169536869610953E-03,
2452673.074305556, A.D. 2003-Feb-02 13:47:00.0000, -6.738087061383964E-01,  6.541647838446765E-01,  2.836426870568732E-01, -8.733484910645614E-03, -1.044640260431124E-02, -6.264689949627558E-03,
2452673.075000000, A.D. 2003-Feb-02 13:48:00.0000, -6.738147948993267E-01,  6.541576207956135E-01,  2.836383054476972E-01, -8.805069424307017E-03, -1.018357764565836E-02, -6.353187362104057E-03,
2452673.075694445, A.D. 2003-Feb-02 13:49:00.0000, -6.738209393427053E-01,  6.541506392909707E-01,  2.836338648034497E-01, -8.893792241552574E-03, -9.923744182047303E-03, -6.434648970182574E-03,
2452673.076388889, A.D. 2003-Feb-02 13:50:00.0000, -6.738271512412395E-01,  6.541438368649187E-01,  2.836293701333767E-01, -8.999269705450714E-03, -9.668018324226216E-03, -6.508725072743932E-03,
2452673.077083333, A.D. 2003-Feb-02 13:51:00.0000, -6.738334420759942E-01,  6.541372102824250E-01,  2.836248266785549E-01, -9.121045839644744E-03, -9.417498417702267E-03, -6.575097950226446E-03,
2452673.077777778, A.D. 2003-Feb-02 13:52:00.0000, -6.738398229868333E-01,  6.541307555532663E-01,  2.836202398891825E-01, -9.258594321281906E-03, -9.173260228942109E-03, -6.633483269236278E-03,
2452673.078472222, A.D. 2003-Feb-02 13:53:00.0000, -6.738463047243451E-01,  6.541244679493544E-01,  2.836156154009475E-01, -9.411320777007648E-03, -8.936352224747640E-03, -6.683631337866177E-03,
2452673.079166667, A.D. 2003-Feb-02 13:54:00.0000, -6.738528976034718E-01,  6.541183420252997E-01,  2.836109590105781E-01, -9.578565392800883E-03, -8.707790969128893E-03, -6.725328204389368E-03,
2452673.079861111, A.D. 2003-Feb-02 13:55:00.0000, -6.738596114590569E-01,  6.541123716421267E-01,  2.836062766506875E-01, -9.759605826210761E-03, -8.488556661748076E-03, -6.758396592859908E-03,
2452673.080555555, A.D. 2003-Feb-02 13:56:00.0000, -6.738664556035178E-01,  6.541065499940300E-01,  2.836015743640288E-01, -9.953660407366598E-03, -8.279588841484482E-03, -6.782696670121775E-03,
2452673.081250000, A.D. 2003-Feb-02 13:57:00.0000, -6.738734387868344E-01,  6.541008696380519E-01,  2.835968582772764E-01, -1.015989161300423E-02, -8.081782277878542E-03, -6.798126639790652E-03,
2452673.081944444, A.D. 2003-Feb-02 13:58:00.0000, -6.738805691590444E-01,  6.540953225265407E-01,  2.835921345744590E-01, -1.037740979574172E-02, -7.895983072139678E-03, -6.804623159911437E-03,
2452673.082638889, A.D. 2003-Feb-02 13:59:00.0000, -6.738878542354072E-01,  6.540899000422392E-01,  2.835874094701633E-01, -1.060527714897460E-02, -7.722984988075191E-03, -6.802161582189185E-03,
2452673.083333333, A.D. 2003-Feb-02 14:00:00.0000, -6.738953008644006E-01,  6.540845930358339E-01,  2.835826891826358E-01, -1.084251188609561E-02, -7.563526031721173E-03, -6.790756011923021E-03,
$$EOE
**************************************************************************************************************************************************************************************************
 
TIME

  Barycentric Dynamical Time ("TDB" or T_eph) output was requested. This
continuous coordinate time is equivalent to the relativistic proper time
of a clock at rest in a reference frame co-moving with the solar system
barycenter but outside the system's gravity well. It is the independent
variable in the solar system relativistic equations of motion.

  TDB runs at a uniform rate of one SI second per second and is independent
of irregularities in Earth's rotation.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

REFERENCE FRAME AND COORDINATES

  International Celestial Reference Frame (ICRF)

    The ICRF is an adopted reference frame whose axes are defined relative to 
    fixed extragalactic radio sources distributed across the sky.

    The ICRF was aligned with the prior FK5/J2000 dynamical system at the ~0.02 
    arcsecond level but is not identical and has no associated standard epoch.

  Symbol meaning [1 au= 149597870.700 km, 1 day= 86400.0 s]:

    JDTDB    Julian Day Number, Barycentric Dynamical Time
      X      X-component of position vector (au)
      Y      Y-component of position vector (au)
      Z      Z-component of position vector (au)
      VX     X-component of velocity vector (au/day)                           
      VY     Y-component of velocity vector (au/day)                           
      VZ     Z-component of velocity vector (au/day)                           

ABERRATIONS AND CORRECTIONS

 Geometric state vectors have NO corrections or aberrations applied.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov
*******************************************************************************
